"user_id,""activity_date"",""game_activity_name"",""total_seconds"""
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-07"",game 3: Battle pass challenges,2"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-13"",game 3: Battle pass challenges,13739"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-28"",game 3: Battle pass challenges,1"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-05"",game 3: Main campaign,6217"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-06"",game 3: Main campaign,5931"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-15"",game 3: Main campaign,1"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-21"",game 3: Main campaign,556"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-23"",game 3: Main campaign,18"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-02"",game 3: Main campaign,4"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-13"",game 3: Main campaign,8427"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-14"",game 3: Main campaign,3"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-15"",game 3: Main campaign,6"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-29"",game 3: Main campaign,470"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-04"",game 3: Main campaign,3724"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-22"",game 3: Main campaign,33"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-23"",game 3: Main campaign,2"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-21"",game 3: Mini-games,520"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-12"",game 3: Mini-games,15"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-11"",game 3: Special events,3"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-12"",game 3: Mini-games,112"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-16"",game 3: Mini-games,134"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-25"",game 3: Mini-games,161"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-08"",game 3: Mini-games,4"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-16"",game 3: Mini-games,60"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-09-28"",game 3: Battle pass challenges,3"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-12"",game 3: Battle pass challenges,68"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-16"",game 3: Battle pass challenges,1318"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-23"",game 3: Battle pass challenges,9298"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-26"",game 3: Battle pass challenges,1321"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-29"",game 3: Battle pass challenges,10"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-31"",game 3: Battle pass challenges,3016"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-01"",game 3: Battle pass challenges,2652"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-10"",game 3: Battle pass challenges,1808"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-16"",game 3: Battle pass challenges,10767"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-18"",game 3: Battle pass challenges,4"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-21"",game 3: Battle pass challenges,606"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-23"",game 3: Battle pass challenges,9600"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-12"",game 3: Battle pass challenges,2935"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-20"",game 3: Battle pass challenges,387"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-12"",game 3: Main campaign,369"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-17"",game 3: Main campaign,2"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-22"",game 3: Main campaign,7376"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-01"",game 3: Main campaign,31"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-02"",game 3: Main campaign,1"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-05"",game 3: Main campaign,514"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-08"",game 3: Main campaign,1"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-09"",game 3: Main campaign,24"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-12"",game 3: Main campaign,2"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-13"",game 3: Main campaign,18"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-15"",game 3: Main campaign,1"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-29"",game 3: Main campaign,19"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-30"",game 3: Main campaign,1"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-05"",game 3: Special events,1259"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-18"",game 3: Mini-games,111"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-27"",game 3: Mini-games,61"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-21"",game 3: Mini-games,65"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-07"",game 3: Mini-games,4"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-09"",game 3: Mini-games,23"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-17"",game 3: Battle pass challenges,1284"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-18"",game 3: Battle pass challenges,660"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-25"",game 3: Battle pass challenges,392"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-28"",game 3: Battle pass challenges,447"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-02"",game 3: Battle pass challenges,245"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-04"",game 3: Battle pass challenges,57"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-05"",game 3: Battle pass challenges,127"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-08"",game 3: Battle pass challenges,28"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-12"",game 3: Battle pass challenges,1"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-14"",game 3: Battle pass challenges,73"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-17"",game 3: Battle pass challenges,557"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-26"",game 3: Battle pass challenges,3651"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-06"",game 3: Battle pass challenges,2847"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-09"",game 3: Battle pass challenges,1382"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-11"",game 3: Battle pass challenges,743"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-15"",game 3: Battle pass challenges,2"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-22"",game 3: Battle pass challenges,2310"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-24"",game 3: Battle pass challenges,363"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-16"",game 3: Main campaign,780"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-17"",game 3: Main campaign,3"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-20"",game 3: Main campaign,8"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-24"",game 3: Main campaign,11"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-31"",game 3: Main campaign,1"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-04"",game 3: Main campaign,251"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-07"",game 3: Main campaign,2385"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-09"",game 3: Main campaign,6"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-25"",game 3: Main campaign,10"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-18"",game 3: Main campaign,3"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-20"",game 3: Main campaign,15"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-21"",game 3: Main campaign,12991"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-26"",game 3: Main campaign,1"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-10-18"",game 3: Special events,1642"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-10"",game 3: Mini-games,395"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-11"",game 3: Mini-games,4897"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-11-23"",game 3: Mini-games,1879"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-01"",game 3: Mini-games,3013"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-12"",game 3: Mini-games,1082"
"DBKe4QcLb25HhRTC6JazsQ==,""2022-12-27"",game 3: Mini-games,1847"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-10"",game 3: Battle pass challenges,1673"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-14"",game 3: Battle pass challenges,533"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-06"",game 3: Battle pass challenges,85"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-09"",game 3: Battle pass challenges,25030"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-11"",game 3: Battle pass challenges,347"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-25"",game 3: Battle pass challenges,565"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-26"",game 3: Battle pass challenges,600"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-27"",game 3: Battle pass challenges,317"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-04"",game 3: Battle pass challenges,1770"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-10"",game 3: Battle pass challenges,4447"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-06"",game 3: Battle pass challenges,3"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-28"",game 3: Battle pass challenges,1100"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-13"",game 3: Battle pass challenges,6209"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-17"",game 3: Battle pass challenges,363"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-24"",game 3: Battle pass challenges,1308"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-30"",game 3: Battle pass challenges,21214"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-04"",game 3: Battle pass challenges,512"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-14"",game 3: Battle pass challenges,1210"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-17"",game 3: Battle pass challenges,8945"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-26"",game 3: Battle pass challenges,223"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-03"",game 3: Main campaign,5170"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-05"",game 3: Main campaign,97"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-10"",game 3: Main campaign,1652"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-14"",game 3: Main campaign,10"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-26"",game 3: Main campaign,99"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-12"",game 3: Main campaign,56"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-17"",game 3: Main campaign,1682"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-17"",game 3: Main campaign,273"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-26"",game 3: Main campaign,80"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-28"",game 3: Main campaign,7"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-29"",game 3: Main campaign,46"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-03"",game 3: Main campaign,126"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-15"",game 3: Main campaign,1"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-16"",game 3: Main campaign,9"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-02"",game 3: Main campaign,2"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-07"",game 3: Main campaign,2"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-17"",game 3: Main campaign,9"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-19"",game 3: Main campaign,55"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-31"",game 3: Special events,2"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-02"",game 3: Mini-games,793"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-06"",game 3: Mini-games,7912"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-09"",game 3: Mini-games,2778"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-13"",game 3: Mini-games,12833"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-16"",game 3: Mini-games,8118"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-23"",game 3: Mini-games,2139"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-27"",game 3: Special events,5548"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-05"",game 3: Special events,34"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-06"",game 3: Mini-games,294"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-25"",game 3: Special events,168"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-29"",game 3: Mini-games,238"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-13"",game 3: Mini-games,658"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-11"",game 3: Mini-games,831"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-20"",game 3: Mini-games,1714"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-08"",game 3: Mini-games,125"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-08"",game 3: Mini-games,842"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-27"",game 3: Clan multiplayer,5524"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-31"",game 3: Clan multiplayer,1684"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-12"",game 3: Clan multiplayer,1"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-05"",game 3: Clan multiplayer,9915"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-07"",game 3: Clan multiplayer,3561"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-09"",game 3: Clan multiplayer,41"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-26"",game 3: Clan multiplayer,9160"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-04-29"",game 3: Clan multiplayer,92"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-02"",game 3: Clan multiplayer,3537"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-06"",game 3: Clan multiplayer,5430"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-31"",game 3: Clan multiplayer,621"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-06"",game 3: Clan multiplayer,5788"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-07"",game 3: Clan multiplayer,237"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-09"",game 3: Clan multiplayer,27"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-21"",game 3: Clan multiplayer,1910"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-11"",game 3: Battle pass challenges,4"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-24"",game 3: Battle pass challenges,995"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-19"",game 3: Battle pass challenges,29"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-20"",game 3: Battle pass challenges,673"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-02"",game 3: Battle pass challenges,527"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-07"",game 3: Battle pass challenges,16543"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-08"",game 3: Battle pass challenges,14029"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-16"",game 3: Battle pass challenges,1130"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-19"",game 3: Battle pass challenges,2883"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-24"",game 3: Battle pass challenges,7040"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-29"",game 3: Battle pass challenges,14268"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-31"",game 3: Battle pass challenges,3052"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-21"",game 3: Battle pass challenges,6599"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-07"",game 3: Battle pass challenges,2980"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-16"",game 3: Battle pass challenges,1868"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-01"",game 3: Main campaign,201"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-06"",game 3: Main campaign,823"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-09"",game 3: Main campaign,2"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-21"",game 3: Main campaign,14"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-22"",game 3: Main campaign,159"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-28"",game 3: Main campaign,12"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-07"",game 3: Main campaign,4"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-13"",game 3: Main campaign,6"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-23"",game 3: Main campaign,251"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-25"",game 3: Main campaign,2"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-26"",game 3: Main campaign,59"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-06"",game 3: Main campaign,388"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-07"",game 3: Main campaign,106"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-10"",game 3: Main campaign,119"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-16"",game 3: Main campaign,50"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-07"",game 3: Main campaign,36"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-08"",game 3: Main campaign,1"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-30"",game 3: Main campaign,6"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-02"",game 3: Main campaign,2"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-10"",game 3: Main campaign,10"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-12"",game 3: Main campaign,9"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-17"",game 3: Main campaign,4"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-22"",game 3: Main campaign,2"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-20"",game 3: Main campaign,7486"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-26"",game 3: Main campaign,407"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-29"",game 3: Mini-games,1882"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-04"",game 3: Special events,4459"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-26"",game 3: Mini-games,2571"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-28"",game 3: Special events,6103"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-16"",game 3: Special events,411"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-27"",game 3: Special events,131"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-16"",game 3: Mini-games,2"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-24"",game 3: Mini-games,682"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-26"",game 3: Mini-games,1823"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-01"",game 3: Mini-games,963"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-09"",game 3: Mini-games,714"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-08"",game 3: Clan multiplayer,1643"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-22"",game 3: Clan multiplayer,1899"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-01"",game 3: Clan multiplayer,1417"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-06"",game 3: Clan multiplayer,1043"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-23"",game 3: Clan multiplayer,28"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-04"",game 3: Clan multiplayer,35"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-13"",game 3: Clan multiplayer,508"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-22"",game 3: Clan multiplayer,1237"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-25"",game 3: Clan multiplayer,28"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-16"",game 3: Clan multiplayer,60"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-17"",game 3: Clan multiplayer,1458"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-27"",game 3: Clan multiplayer,459"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-04"",game 3: Clan multiplayer,187"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-08"",game 3: Clan multiplayer,324"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-24"",game 3: Clan multiplayer,8735"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-23"",game 3: Battle pass challenges,298"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-12"",game 3: Battle pass challenges,6469"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-13"",game 3: Battle pass challenges,21598"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-11"",game 3: Battle pass challenges,7589"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-04-29"",game 3: Battle pass challenges,81"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-20"",game 3: Battle pass challenges,611"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-26"",game 3: Battle pass challenges,4439"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-05"",game 3: Battle pass challenges,20357"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-07"",game 3: Battle pass challenges,5063"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-19"",game 3: Battle pass challenges,77"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-01"",game 3: Battle pass challenges,1235"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-15"",game 3: Main campaign,24"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-24"",game 3: Main campaign,3"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-29"",game 3: Main campaign,112"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-04"",game 3: Main campaign,278"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-05"",game 3: Main campaign,70"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-20"",game 3: Main campaign,17"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-05"",game 3: Main campaign,4053"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-09"",game 3: Main campaign,7"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-15"",game 3: Main campaign,848"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-16"",game 3: Main campaign,1"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-19"",game 3: Main campaign,36"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-25"",game 3: Main campaign,12"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-05"",game 3: Main campaign,202"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-12"",game 3: Main campaign,12"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-13"",game 3: Main campaign,4"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-14"",game 3: Mini-games,6980"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-15"",game 3: Special events,3427"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-24"",game 3: Mini-games,5428"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-17"",game 3: Mini-games,210"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-17"",game 3: Mini-games,5"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-05"",game 3: Mini-games,439"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-19"",game 3: Mini-games,30"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-21"",game 3: Mini-games,930"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-09"",game 3: Mini-games,11"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-11"",game 3: Clan multiplayer,17576"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-26"",game 3: Clan multiplayer,586"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-02"",game 3: Clan multiplayer,623"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-21"",game 3: Clan multiplayer,10998"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-09"",game 3: Clan multiplayer,6"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-27"",game 3: Clan multiplayer,5337"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-01"",game 3: Clan multiplayer,1152"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-01"",game 3: Clan multiplayer,126"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-02"",game 3: Clan multiplayer,18"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-25"",game 3: Clan multiplayer,3983"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-04"",game 3: Battle pass challenges,12592"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-21"",game 3: Battle pass challenges,435"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-08-22"",game 3: Battle pass challenges,5428"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-10"",game 3: Battle pass challenges,16330"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-14"",game 3: Battle pass challenges,2"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-09-16"",game 3: Battle pass challenges,196"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-01"",game 3: Battle pass challenges,1501"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-05"",game 3: Battle pass challenges,11233"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-12"",game 3: Battle pass challenges,6859"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-10-15"",game 3: Battle pass challenges,13"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-05-25"",game 3: Battle pass challenges,15115"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-01"",game 3: Battle pass challenges,19957"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-06-14"",game 3: Battle pass challenges,1421"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-10"",game 3: Battle pass challenges,3536"
"ggagwJUZ4ncXasoKUYzMzA==,""2022-07-19"",game 3: Battle pass challenges,18"
